titre,prix,gouvernerat et date dajout,Kilométrage,Couleur du véhicule,Boite,Année,Cylindrée,Marque,Modèle,Puissance fiscale,Type de carrosserie,Carburant,Number of Pictures,Description
🏁 KIA SPORTAGE GDI 🏁,89000,"Ben Arous , 3 days ago",110000,Bleu,Automatique,2019,1.6L,Kia,Sportage,08,Autres,Essence,10,"

          🏁 KIA SPORTAGE GDI 🏁
✅ 110.000 km
✅ 08 CV Essence
✅ TU 209
✅ 12 / 2019
✅ Echange possible
💰 89 000 💰
📞
          







             Afficher le numéro
            



         26 588
📍 Disponible à notre showroom Concept Car prés station Shell sur autoroute A1 après sortie El Mourouj.
        "
Peugeot bipper,26000,"Ben Arous , a month ago",202754,Blanc,Manuelle,2016,1.2L,Peugeot,Bipper,5,Autres,Diesel,4,"
         je met en vente
        "
Hyndai i10,25000,"Tunis , a month ago",700000,Gris,Manuelle,2013,1.1L,Hyundai,I 10,4,Compacte,Essence,4,"

          Voiture Hyundai i10 première main propre et très économique gris foncée, 4 cv, 170000km, climatisée, 2 vitres avant électriques, air bag, fermeture centrale, frein abs, usb, volant multifonctions.
Toutes les entretiens sont faits à la maison Hyundai
Année de circulation décembre 2013
Tel
          







             Afficher le numéro
            



"
chevrolet aveo LS,19500,"La Manouba , 16 days ago",270000,Gris,Manuelle,2012,1.4L,Chevrolet,Aveo,5,Berline,Essence,3,"

          chevrolet aveo LS tt options Année 2012 5ch essence mechya 260000
numéro tel
          







             Afficher le numéro
            



         prix 19500
        "
Kenbo s2,39000,"Tunis , 13 days ago",90000,Rouge,Manuelle,2018,1.6L,Autres,Autres,7,Autres,Essence,6,"
         Kenbo s2 1 ère main état neuf intérieur semi cuir très propre,toit ouvrant
        "
Renault 19,3000,"Béja , a month ago",9999,Gris,Manuelle,1995,<1.0L,Renault,19,6,Autres,Diesel,5,"
         r19 pensionné mochkla feha f skhana toskhon vignette 2023 moch khalsin
        "
Peugeot partner,36000,"Nabeul , 22 days ago",162000,Gris,Manuelle,2014,1.6L,Peugeot,Partner,6,Utilitaire,Essence,10,"

          🔥🔥Très Belle Peugeot partner 🔥🔥
🎯🎯 A vendre 🎯🎯
📞📞
          







             Afficher le numéro
            



         📞📞
☑ 1er main
☑ Modèle 2014
☑ 5 places
☑ Peinture d'origine
☑ Jamais accidenté
☑ Mécanique en parfait état
☑ Puissance fiscale : 6 CV , moteur 1.6 L
☑ Kilométrage : 162 000 km
☑ Fermeture Central
☑Vitre lelectrique
☑Assiste
☑Airbag
☑Climatisseur
☑ Double clé
☑ Pleine d'autres options ,,,
✅ Tout les para-brise sont d'origine
✅ Intérieur et Salon d'origine et très propre
✅ 4 Pneus en très bon état
✅ Voiture puissante
✅ Toutes est en marche
        "
Belle SUZUKI SWIFT,40000,"Monastir , 5 hours ago",44000,Blanc,Automatique,2020,1.2L,Suzuki,Swift,4,Compacte,Essence,5,"
"
Peugeot 208 - état presque neuf,28000,"Tunis , 15 days ago",113000,Gris,Manuelle,2015,1.5L,Peugeot,208,5,Autres,Essence,8,"

          Peugeot 208 A vendre , le prix est de 28 000 dt peu négociable.
kilométrage : 113 000
Numéro de contact :
          







             Afficher le numéro
            



         ( Rayen)
Disponible à Menzah 5
        "
Golf 6 Team- Confortline,40,"Ariana , 25 days ago",293000,Bleu,Manuelle,2012,1.4L,Volkswagen,Golf,5,Compacte,Essence,8,"
         Importée d'Allemagne en 2015, full options. État parfait moteur et carrosserie. Propriétaire médecin
        "
Mercedes-Benz C220 année 2016,0,"Monastir , 8 days ago",73000,Gris,Automatique,2016,2.1L,Mercedes-Benz,Diesel,Classe C,9,Berline,10,"
         Mercedes-Benz C220 année 2016 finition AMG
Importé France
73mil km
Option :
Boîte automatique
Toit ouvrant
Radar de recul
Caméra de recul
Intérieur Cuir
Plafond Noir
Ect
        "
pièces de rechanges seat Leon,1,"Tunis , 22 days ago",6,"
         pieces de rechanges seat Léon avec factures, achetées en double par faute.
aile gauche
grille parchoc
triangle
rétroviseur conducteur
        ",,,,,,,,,,
peugeot 206,15000,"Ben Arous , 25 days ago",250,Blanc,Manuelle,2011,2.0L,Peugeot,206,5,Berline,Diesel,7,"
         en bon état tout options
climatisé
Vitre électrique
airbag
abs
montage française
moch khadma taxi
        "
Ford Focus 2014,37000,"Ben Arous , 14 days ago",150000,Blanc,Manuelle,2014,1.6L,Ford,Focus,7,Berline,Essence,6,"
         Voiture Ford Focus Trend Sport, date de mise en circulation le 2014, en très bon état.
        "
A VENDRE FIAT PUNTO,0,"Ariana , 20 days ago",90793,Gris,Manuelle,2014,1.2L,Fiat,Punto,4,Compacte,Essence,10,"

          A Vendre FIAT Punto
2014, toute option, Essence
04CV, 90793KM, 1 ère main
☎️
          







             Afficher le numéro
            



"
Mercedes C.180// compresseur,1,"Ben Arous , 13 hours ago",161000,Blanc,Automatique,2011,1.8L,Mercedes-Benz,Classe C,9,Berline,Essence,10,"

          🇩🇪🇩🇪🇩🇪 ... Mercedes-Benz * C.180 ... 🇩🇪🇩🇪🇩🇪
🇩🇪 .. Finition _ Avant _ Garde .. 🇩🇪
W _ 204
✅️☝🏻 PREMIÈRE MAIN ☝🏻✅️
✅️_ Pienture d'origine
⛽ _ Puissance : 9 ch // Essence
✅️ kilométrage : 161.000 km
🏪 _ Année : 7 / 2010 // ( importé en 2012 )
Tu _ 155
⛔️ _ Èchange _ Possible _ ⛔️
⚠️ Options ⚠️
➖ Jantes allu 17 pouces
➖ Régulateur de vitesse
➖ Climatisation
➖ Caméra et Radar de recul AV / AR
➖ Bluetooth etc.
➖ viter teintée
➖ Rétroviseurs électrique rabatable
☎️ _
          







             Afficher le numéro
            




          //
          







             Afficher le numéro
            



         🏪 _ Disponible a notre showroom RIADH AUTO Plus Gp1 hamem lif
        "
Peugeot 406,0,"Tunis , 11 days ago",100,Blanc,Manuelle,2004,2.0L,Peugeot,406,6,Compacte,Diesel,10,"

          Peugeot 406 (2004)
avec nouveau moteur installé
num
          







             Afficher le numéro
            



"
Fiat Doblo,34600,"Tunis , 16 days ago",96900,Blanc,Manuelle,2021,1.3L,Fiat,Doblo,5,Autres,Diesel,10,"
         excellente
        "
Matériel de salle de sport,0,"Sousse , a month ago",10,"
         en très bonne état presque neuf 💪
        ",,,,,,,,,,
kia sportage GT LINE 2022 ttoption,116000,"Nabeul , 2 days ago",80000,Gris,Automatique,2022,1.6L,Kia,Sportage,7,Berline,Diesel,10,"

          kia sportage GT LINE diesel fin 2021 fin série 242 ttoption
          







             Afficher le numéro
            



"
2008 forsa,0,"Ben Arous , 15 hours ago",60000,Noir,Manuelle,2015,1.2L,Peugeot,2008,5,4 x 4,Essence,10,"
         Particulier vend voiture très propre intérieure et extérieure bien entretenu toutes options :
- peinture d'origine
- climatiseur glace
- moteur mbaddel jdid importé de France mechi 60000km
- écran tactile d'origine multimédia
- radar de recul
- 4 pneus neufs
- 4 vitres électriques
- feu led avant et arrière
- volant multifonction
- voiture très économique faible consommation
Prix négociable.
        "
Mercedes benz GLC 220 kit amg,175000,"Ariana , 4 days ago",189000,Blanc,Automatique,2016,2.2L,Mercedes-Benz,Classe GLC,9,4 x 4,Diesel,8,"
         À vendre :
-Mercedes benz GLC 220 kit amg
-Année :2016
-Kilométrage :189000
-Transmission : intégral 4 Matic
Prix: 175 000
Visible sur rendez-vous le week-ends à el Ghazela Ariana
        "
Rétroviseur Voiture,1,"Tunis , 2 days ago",10,"
         Av plusieurs modèles de rétroviseur voitures pour :
- Renault clio 2,
- Renault Mégane 2 ,
- Renault Sianic 2 ,
- Peugeot 206 ,
- Peugeot 307 ,
- Citroën C3 ,
- Citroën C4 phase 1 ,
- Citroën C5 phase ),
- Opel corsa D ,
- Polo 3 ,
- Fiat Grandi Punto Gauche
- Fiat Panda ,
- Ford fiesta model 1997 --- ,2001
        ",,,,,,,,,,
"PEUGEOT 206
très bon état",15.5,"Sousse , 15 hours ago",250,Noir,Manuelle,20002,1.1L,Peugeot,206,4,Compacte,Essence,8,"

          Peugeot 206
:
          







             Afficher le numéro
            



         كرهبة0 défaut
0 مصروف
4 Chv
Kilométrage : 250
Essence
Eta dorigine
Tout option
Climatisé en marche
Assistee
Fermeture centrale
Vitre electrique
Commande au volant
Double clee et double commande avec système alarme
4 roue neuf
Chaise pilote
disponible: sousse
        "
Ibiza exilance,0,"Nabeul , a month ago",75000,Noir,Manuelle,2021,3.0L,Seat,Ibiza,5,Autres,Essence,9,"
         Seat Ibiza tres propre exilance
        "
hyundai i20 2018,0,"Sfax , a month ago",128000,Blanc,Manuelle,2018,1.2L,Hyundai,I 20,5,Compacte,Essence,3,"

          Hyundai i20
Années 2018
Toutes options
Essence
5cV
4 cylinder
Kilométrage 128000km
Peinture d'origine
2ém main
Disponible Sfax
num
          







             Afficher le numéro
            



"
injecteur 2.0 hdi,600,"Monastir , a month ago",1,"
         4x injecteur 2.0 hdi
        ",,,,,,,,,,
Mini one,35000,"Ariana , a month ago",172000,Autre,Manuelle,2009,1.5L,mini,One,5,Compacte,Essence,3,"

          Mini cooper
172000 km
Contactez
          







             Afficher le numéro
            



"
À vendre Mercedes class B. ex rs Boîte automatique Excellent état extérieur et intérieur 204000 km Prix: 34000 légèrement négociable Visible sur el manar 55828048,34000,"Tunis , a month ago",204000,Noir,Automatique,2006,1.4L,Mercedes-Benz,Classe B,7,Autres,Essence,5,"

          À vendre Mercedes class B. ex rs
Boîte automatique
Excellent état extérieur et intérieur
204000 km
Prix: 34000 légèrement négociable
Visible sur el manar
          







             Afficher le numéro
            



"
PORSCHE CAYENNE GTS,239000,"Ariana , a month ago",130000,Blanc,Automatique,2013,>4.0L,Porsche,Cayenne,33,4 x 4,Essence,10,"

          A VENDRE OU ECHANGE
🇩🇪PORSCHE CAYENNE GTS 🇩🇪
Année:2013
Avec Faible kilométrage 130 000 km
Numero:
          







             Afficher le numéro
            



         Puissance fiscal : 33 cv Essence
Options rajoutées hors série:
➡️ Porsche Active Suspension Management (PASM).
➡️ Pack sport chrono.
➡️ Porsche Dynamic Châssis Control (PDCC).
➡️ Porsche entry and drive.
➡️ Sièges chauffants et ventilers
➡️ Climatisation 4-zones
➡️ Hayon électrique.
➡️ Intérieur bicolore camel et marron
➡️ Jantes TURBO 21 pouces.
➡️ Full LED lights system.
➡️ Rideaux latéraux électriques
➡️ Toit panoramique ouvrant.
➡️ Ecusson porsche sur les 4 sieges
➡️ Volant chauffant
➡️ Burmaster High Sound system
        "
motocycle,8000,"Ben Arous , 4 days ago",0,Rouge,Manuelle,2023,4,"

          motocycle tout neuf + carte grise
année 2023
prix : 8000
jbal rsas morneg
téléphone
          







             Afficher le numéro
            



",,,,,,
Alfa romeo 145,5,"Sidi Bouzid , 9 days ago",150000,Argent,Manuelle,2000,1.6L,Alfa Romeo,145,7,Essence,Autres,8,"

          ناقصة باربريز و روتوش في طابلو
باقي كل شيء مريقل
          







             Afficher le numéro
            



"
Peugeot boxer,41000,"Sfax , 22 days ago",200000,Blanc,Manuelle,2016,2.2L,Peugeot,Boxer,7,Utilitaire,Diesel,4,"
         Je mets en vente Peugeot boxer L3 année 2016
Kilomètrage : 200 000
Pneu neufs
Voiture état parfait
        "
Mercedes clk w209,28500,"Ariana , 18 days ago",274000,Noir,Automatique,2004,2.0L,Mercedes-Benz,Classe CLK,11,Compacte,Essence,4,"
         Mercedes clk w209 toutes option
        "
KIA SPORTAGE 1.6 GDI BVA,89000,"Tunis , 4 days ago",73000,Blanc,Automatique,2020,1.6L,Kia,Sportage,8,Monospace,Essence,10,"

          🇰🇷🇰🇷KIA SPORTAGE 1.6 L GDI BVA🇰🇷
🇰🇷
💸 PRIX : 89 MTND
🔴 CARACTÉRISTIQUES :
✅ ANNÉE : FIN 2019
✅ KILOMÉTRAGE : 73MKM
🔵 CARACTÉRISTIQUES TECHNIQUES :
✅ CARROSSERIE : SUV
✅ ENERGIE : ESSENCE
✅ PUISSANCE FISCALE : 8CV
✅ BOÎTE : AUTOMATIQUE
✅ TRANSMISSION : TRACTION
🔴 MOTORISATION :
✅ NOMBRE DE CYLINDRES : 4
✅ ENERGIE : Essence
✅ PUISSANCE FISCALE : 8 CV
✅ PUISSANCE (CH.DIN) : 132 CH
✅ COUPLE : 161 nm 4850 tr/min
✅ CYLINDRÉE : 1591 CM³
🔵 TRANSMISSION :
✅ BOÎTE : Automatique
✅ NOMBRE DE RAPPORTS : 6
✅ TRANSMISSION : Traction
🔴 DIMENSIONS :
✅ LONGUEUR : 4480 mm
✅ LARGEUR : 1855 mm
✅ HAUTEUR : 1655 mm
✅ VOLUME DU COFFRE : 466 L
🔵 PERFORMANCES :
✅ 0-100 KM/H : 10.5 s
✅ VITESSE MAXI : 170 KM/H
🔴 CONSOMMATION :
✅ CONSOMMATION URBAINE : 9.7 L/100 km
✅ CONSOMMATION EXTRA-URBAINE : 5.9 L/100 km
✅ CONSOMMATION MIXTE : 7.3 L/100 km
🔵 EQUIPEMENTS DE SÉCURITÉ :
✅ ABS
✅ AIRBAGS Frontaux
ALARME ANTIVOL
✅ ANTI-PATINAGE ESP
✅ ANTI-DÉMARRAGE ÉLECTRONIQUE
✅ FIXATIONS ISOFIX
✅ EQUIPEMENTS INTÉRIEURS
✅ ACCOUDOIRS Avant | Arrière
✅ AUTORADIO Commandes au volant
✅ CONNECTIVITÉ USB | Bluetooth | AUX |
✅ FINITION INTÉRIEURE Chromée
✅ KIT RANGEMENT Porte-lunettes
✅ POMMEAU DE LEVIER DE VITESSE Cuir
✅ SELLERIE Cuir
✅ SIÈGES Électriques
✅ TABLEAU DE BORD Cuir
✅ TOIT Ouvrant | Panoramique
✅ VITRES Teintées
✅ VOLANT Multi-fonctions
✅ 3 APPUIS TÊTES ARRIÈRES
🔴 EQUIPEMENTS EXTÉRIEURS :
✅ AIDE AU STATIONNEMENT Radar arrière | Radar avant
✅ ANTIBROUILLARDS
✅ BAGUETTES EXTÉRIEURES D'ENCADREMENT DES VITRES Chrome
✅ CALANDRE chrome
✅ BARRES DE TOIT
✅ ELÉMENTS EXTÉRIEURS COULEUR CARROSSERIE
✅ FEUX À LED Feux de jour
✅ JANTES En aluminium | 17''
✅ PHARES Full LED | Directionnels
✅ SORTIES D’ÉCHAPPEMENT Doubles
🔵 EQUIPEMENTS FONCTIONNELS :
✅ AIDE AU DÉMARRAGE EN CÔTE HAC
✅ ALLUMAGE AUTOMATIQUE DES FEUX
✅ BOUTON START & STOP Démarrage mains libres
✅ CLÉ INTELLIGENTE Accès mains libres
✅ CLIMATISATION Automatique | Bizone
✅ DÉTECTEUR DE PLUIE
✅ DIRECTION ASSISTÉE
✅ FERMETURE CENTRALISÉE À distance
✅ ORDINATEUR DE BORD
✅ RÉGULATEUR DE VITESSE
✅ RÉTROVISEURS EXTÉRIEURS Électriques | Rabattables
✅ SIÈGES AVANT RÉGLABLES EN HAUTEUR Conducteur et passager
✅ RÉTROVISEUR INTÉRIEUR Anti-éblouissement
✅ SYSTÈME DE DESCENTE EN CÔTE
✅ VITRES ÉLECTRIQUES Avant/Arrière
✅ VOLANT RÉGLABLE En hauteur et en profondeur
🚀🚀 DISPONIBLE CHEZ WORLD CAR 🚀🚀
⭕⭕ Le meilleur rapport qualité prix chez une seule adresse :
🚀🚀 CHEZ WORLD CAR 🚀🚀 Les berges du lac 1
☎️☎️
          







             Afficher le numéro
            




          ☎️☎️
          







             Afficher le numéro
            



"
بسكلات,670,"Médenine , 15 days ago",2,Noir,Manuelle,2023,5,"
         حاجا نضيف و كل شي جديد فيها
خذيتها 1000dt
بسكلات vtt و معاها casque مجاني
        ",,,,,,
haval H6 NEUVE,130000,"Ariana , 5 days ago",5000,Gris,Automatique,2023,1.5L,AC,hery.v5,8,Essence,Autres,1,"
         AV HAVAL h6 neuve age de 04 mois
5000km
        "
A Vendre BMW 420I / Grand Coupé Noire,104,"Ariana , 2 days ago",75000,Noir,Automatique,2015,>4.0L,BMW,Serie 4,10,Berline,Essence,7,"
         A vendre BMW 420I Grand Coupé noire, en très bon état entretien maison
Toutes options
4 pneus neufs
75000 Km
        "
فيسبا للبيع,3000,"Gafsa , a month ago",0,Vert,Automatique,2023,4,"
         فرصه لا تعاد
        ",,,,,,
Citroën Nemo,0,"Sousse , a month ago",276,Blanc,Manuelle,2015,1.4L,Citroen,Nemo,5,Autres,Diesel,3,"

          Citroën Nemo bn état
- Contacter :
          







             Afficher le numéro
            



"
Renault Mégane,32000,"Ben Arous , a month ago",185000,Blanc,Manuelle,2010,1.5L,Kia,Sportage,5,Berline,Diesel,10,"

          ✅ Renault Mégane 3 1.5 DCi
✅ • YEAR: 11-2010
✅ • FUEL: DIESEL
✅ • POWER: 5HP
✅ • 𝑲𝑴: 185 𝑴𝒊𝒍𝒍𝒆𝒔 𝑲𝑴
✅ • 𝑷𝑹𝑰𝑿: 32.000𝑻𝑵𝑫
✅📱TEL:
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



"
Golf 7 2014,1000,"La Manouba , 25 days ago",184,Bleu,Manuelle,2014,1.3L,Volkswagen,Gol,Autres,Diesel,6,"
",
Mercedes CLA 180d AMG fin série 242 ttoption,138000,"Nabeul , 7 days ago",90000,Gris,Automatique,2020,1.8L,Mercedes-Benz,Classe CLA,6,Berline,Diesel,9,"

          Mercedes CLA 180d AMG fin série 242 ttoption
          







             Afficher le numéro
            



"
Mercedes C180,35000000,"Ben Arous , a month ago",380000,Noir,Automatique,2006,1.8L,Mercedes-Benz,Classe C,9,Compacte,Essence,6,"
         Mercedes C180 w203 toute Neuf pas de dépense
        "
PEUGEOT 208 GTLINE,38500,"Ariana , a month ago",58000,Blanc,Manuelle,2021,1.2L,Peugeot,208,4,Compacte,Essence,10,"

          À VENDRE PEUGEOT 208 1.2L (Particulier)
1ère main !!
Etat impeccable, Entretiens à jour
Facture à l'appuie
Karhba ndifa brcha !!!
Année : 12/2020 TU219.
58 000km réel avec diagnostic à l'appui
PRIX : 38 500 DT !! NÉGOCIABLE POUR LES SÉRIEUX
TÉLÉPHONE :
          







             Afficher le numéro
            




          Options :
-jantes GTline
-volant multifonction GTline
-système autoradio avec Android auto & Apple car play
-vitres électriques
-accoudoir central avant
-climatisation
-ABS
-ESP
-Capteur pression pneus
-etc...
Visible à La Soukra
TÉLÉPHONE :
          







             Afficher le numéro
            



"
KIA spotage AV ou a echange,97000,"Tunis , 16 hours ago",98000,Noir,Automatique,2020,1.6L,Kia,Sportage,8,4 x 4,Essence,1,"
         Kia sportage 1er main tt options en tres bon etat entretien chez maison kia. Avec carnet 0defauts
        "
Aprilia rally,2400,"Nabeul , 5 days ago",11111,Bleu,Automatique,2000,10,"

          a vendre aprilia 50 tous en marche
          







             Afficher le numéro
            



",,,,,,
"A vendre Suzuki Baleno, 5v, âge 2 ans, 30000Km.",52000,"Nabeul , 8 days ago",30000,Noir,Manuelle,2021,1.4L,Suzuki,Baleno,5,Compacte,Essence,4,"

          A vendre Suzuki Baleno, 5 cv, ttes options, âge 2 ans, 30000Km.
Visible à Nabeul ville.
Prix : 52000 DT, Légèrement négociable.
Tel :
          







             Afficher le numéro
            



"
"À vendre, Mercedes Classe A très propre, 1ère main, très bien entretenu",62,"Tunis , a month ago",180000,Noir,Automatique,2013,1.9L,Mercedes-Benz,Classe A,6,Essence,6,"
         À vendre, Mercedes Classe A très propre, 1ère main, très bien entretenu pour une Femme
Mise en circulation :01/03/2013
Kilométrage compteur : 180.000km
Energie : Essence
Boite de vitesse : Automatique
Couleur : noir
Nombre de portes : 5
Nombre de places : 5
        ",
mini Cooper,27,"Sfax , a month ago",170.000,Gris,Manuelle,2009,1.4L,mini,One,5,Utilitaire,Essence,8,"

          modèle 2009 importé 2013
📞
          







             Afficher le numéro
            



         moteur et carrosserie bonne état
toute options
possibilité échange voiture même valeur
        "
Moteur de voiture 206,1800,"La Manouba , 8 days ago",1,"
         À vendre Moteur de voiture 206/306 essence
        ",,,,,,,,,,
Kia rio,45000,"Jendouba , 8 days ago",83000,Noir,Manuelle,2018,1.2L,Kia,Rio,5,Berline,Essence,5,"
         Kia Rio 2018
        "
airbag volant,2800,"Tunis , 23 days ago",4,"
         je mets en vente un airbag volant pour seat ibiza 6j 2103 état neuf jamais utulisé.
prix négociable
        ",,,,,,,,,,
nitro areox 2015,7500,"Bizerte , a month ago",11000,Bleu,Automatique,2015,3,"
         moto très bonne état
        ",,,,,,
moto scarabeo très bonne état,3000,"Sfax , 13 days ago",111111,Jaune,Manuelle,2002,4,"
         moto scarabeo
        ",,,,,,
Taxi,32000,"Jendouba , 14 days ago",517000,Jaune,Manuelle,2017,1.6L,Citroen,C-Elysée,5,Berline,Diesel,10,"








             Afficher le numéro
            



"
pieces de rechange,150,"Sousse , a month ago",7,"
         culasse clio campus 150 dt
radiateur 50 dt
suppor manner 10 dt
train arriere 90 dt
        ",,,,,,,,,,
arbre de transmission 4 motion ou quatro,800,"Tunis , 12 days ago",2,"
         vent arbre de transmission pour Passat golf
Audi année 2002 a 2006 avec essai pour 4 roues motrices sans palier centrale.
        ",,,,,,,,,,
karhba renault nthifa,10009,"Béja , 3 days ago",150389,Blanc,Manuelle,2009,2.0L,Autres,Autres,51818,Autres,Essence,4,"
         krhba nthifa barcha w awra9ha kemlin 9 places w ely hachtou bhaja yetasel b ra9m hetha
        "
Nissan X-TRAIL,0,"Sousse , 24 days ago",370,Noir,Manuelle,2003,2.0L,Nissan,X-Trail,7,4 x 4,Diesel,8,"

          Nissan x-trail 4×4
année 2003
7 cheuveaux diesel
toute option
toit panoramique ouvrant en marche
les vitres noir fumé d origine
tel:
          







             Afficher le numéro
            



"
2016 HYUNDAI I20 HIGH GRADE,39500,"Tunis , 9 days ago",122000,Rouge,Manuelle,2016,1.2L,Hyundai,I 20,5,Compacte,Essence,10,"

          2016 HYUNDAI I20 HIGH GRADE
☎️ TÉLÉPHONE :
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



         27/09/2016 TU 192
122 000 KM
1.2 L ESSENCE⛽️
5 CV
Échange possible
Disponible SUR RENDEZ-VOUS à notre showroom CARHABTI 118 RUE IBN JAZZAR DERRIÈRE CARREFOUR LA MARSA
🏣 🇹🇳 📍LOCALISATION 📍 🇹🇳 🏣: https://maps.app.goo.gl/Fk9VTgX9LbMhFw25A?g_st=ic
        "
