titre,prix,gouvernerat et date dajout,Kilométrage,Couleur du véhicule,Boite,Année,Cylindrée,Marque,Modèle,Puissance fiscale,Type de carrosserie,Carburant,Number of Pictures,Description
KIA SPORTAGE HYBRIDE,111,"Sfax , 7 days ago",20.000,Noir,Automatique,2022,1.6L,Kia,Sportage,8,4 x 4,Hybride,10,"
         Kia Sportage essence Hybride importé de l'Allemagne direct de maison KIA ....
        "
💎2021 Mitsubishi ASX 4X4 تسجيل أول💎,108000,"Tunis , a month ago",61000,Noir,Automatique,2021,2.0L,Mitsubishi,Pajero Sport,9,4 x 4,Essence,10,"

          💎2021 Mitsubishi ASX 4X4 تسجيل أول💎
💰☎️ TEL :
          







             Afficher le numéro
            




          /
          







             Afficher le numéro
            



         ➡️ 10/12/2020 TU 219
➡️ 2.0L Essence 9 CV 4X4
➡️ 61 000 MKm Entretien maison
🔄 Échange Possible
✅ Tous les entretiens récemment fait .
📬 Disponible à Notre Showroom SYPHAX AUTO PRIX Rue Ibn AL JAZZAR , La MARSA .
        "
yaris,30,"Ariana , a month ago",97000,Gris,Manuelle,2017,<1.0L,Toyota,Yaris,04,Berline,Essence,4,"
         Toyota Yaris
        "
Peugeot 407,18.5,"Sousse , 21 days ago",339,Bleu,Manuelle,2004,1.6L,Peugeot,407,6,Autres,Diesel,9,"
         Mouteur Mabdel jedid
        "
Peugeot Partner,12,"La Manouba , a month ago",123456,Rouge,Manuelle,2004,1.8L,Peugeot,Partner,7,Autres,Diesel,7,"

          une belle Peugeot Partner
7chevaux diesel
avec porte bagage
les vitres électriques
toute en marche
num
          







             Afficher le numéro
            



"
trotinette hitway h5 pro,1950,"Tunis , a month ago",2022,10,"

          🛴🛴Belle trotinette 🛴🛴original importe de l’allemagne 🇩🇪 disponible a ksar said
high speed
veuillez me contactez au
☎️
          







             Afficher le numéro
            



",,,,,,,,,
Porshe cayenne S Kit GTS,0,"Sfax , 22 days ago",142000,Blanc,Automatique,2012,>4.0L,Porsche,Cayenne,30,4 x 4,Essence,10,"

          𝑨 𝒗𝒆𝒏𝒅𝒓𝒆 "" 𝑷𝑶𝑹𝑺𝑪𝑯𝑬 𝑪𝑨𝒀𝑬𝑵𝑵𝑬 𝑺 𝑲𝑰𝑻 𝑮𝑻𝑺 avec 𝑷𝒐𝒔𝒔𝒊𝒃𝒊𝒍𝒊𝒕𝒆́ 𝒅'𝒆́𝒄𝒉𝒂𝒏𝒈𝒆
➪𝑳𝒆𝒔 𝒄𝒂𝒓𝒂𝒄𝒕𝒆́𝒓𝒊𝒔𝒒𝒖𝒆𝒔 :
✓ Année 2012
✓ 𝑩𝒐𝒊𝒕𝒆 𝒂𝒖𝒕𝒐𝒎𝒂𝒕𝒊𝒒𝒖𝒆
✓ 𝑬𝒏𝒆𝒓𝒈𝒊𝒆 : 𝑬𝒔𝒔𝒆𝒏𝒄𝒆
✓ 𝒑𝒖𝒊𝒔𝒔𝒂𝒏𝒄𝒆 𝒇𝒊𝒔𝒄𝒂𝒍𝒆: 30𝒄𝒗
✓ 𝒌𝒊𝒍𝒐𝒎𝒆́𝒕𝒓𝒂𝒈𝒆: 142.000𝒌𝒎
✓ 𝑴𝒂𝒓𝒄𝒉𝒆-𝒑𝒊𝒆𝒅 𝒆́𝒍𝒆𝒄𝒕𝒓𝒊𝒒𝒖𝒆
✓ 𝑴𝒖𝒍𝒕𝒊𝒇𝒐𝒏𝒄𝒕𝒊𝒐𝒏𝒔
✓ 𝑩𝒍𝒖𝒆𝒕𝒐𝒖𝒕𝒉 / 𝑨𝑼𝑿 / 𝑼𝑺𝑩
✓ 𝑪𝒂𝒎𝒆́𝒓𝒂 360°
✓ 𝑳𝑬𝑫
✓ 𝑪𝒖𝒊𝒓 𝒃𝒓𝒐𝒘𝒏
✓ 𝑺𝒐𝒓𝒕𝒊𝒆 𝒅'𝒆́𝒄𝒉𝒂𝒑𝒑𝒎𝒆𝒏𝒕 𝒆𝒏 𝒂𝒄𝒊𝒆𝒓 𝒔𝒑𝒆́𝒄𝒊𝒂𝒍
✓ 𝑻𝒐𝒊𝒕 𝒑𝒂𝒏𝒐𝒓𝒂𝒎𝒊𝒒𝒖𝒆 𝒐𝒖𝒗𝒓𝒂𝒏𝒕
✓ 𝑪𝒂𝒑𝒕𝒆𝒖𝒓 𝑨𝑽/𝑨𝑹
✓ 𝑬𝒄𝒓𝒂𝒏 𝒕𝒂𝒄𝒕𝒊𝒍𝒆
✓ 𝑽𝒊𝒕𝒓𝒆𝒔 𝒕𝒆𝒊𝒏𝒕𝒆́𝒆𝒔
✓ 𝑹𝒆́𝒈𝒖𝒍𝒂𝒕𝒆𝒖𝒓/𝑳𝒊𝒎𝒊𝒕𝒆𝒖𝒓 𝒅𝒆 𝒗𝒊𝒕𝒆𝒔𝒔𝒆
✓ 𝑱𝒂𝒏𝒕𝒆𝒔 22""
✓ 𝑪𝒍𝒊𝒎𝒂𝒕𝒓𝒐𝒏𝒊𝒄
✓ 𝑹𝒆́𝒕𝒓𝒐𝒗𝒊𝒔𝒆𝒖𝒓𝒔 𝒓𝒂𝒃𝒂𝒕𝒕𝒂𝒃𝒍𝒆𝒔
✓ 4 𝒗𝒊𝒕𝒓𝒆𝒔 𝒆́𝒍𝒆𝒄𝒕𝒓𝒊𝒒𝒖𝒆𝒔
Pour plus d’information veuillez me contacter
          







             Afficher le numéro
            



"
peugeot 308 phase 2,0,"Nabeul , a month ago",175000,Blanc,Manuelle,2011,1.6L,Peugeot,308,7,Essence,5,"
         véhicule on trés bonne état importé de bilgique
dexieme main
date de cerculation 26/05/2011
salon dorigine neuf
175000 km
7 ch essence
        ",
205 JUNIOR,10000,"Ben Arous , a month ago",11111,Blanc,Manuelle,2000,1.2L,Peugeot,205,4,Compacte,Essence,2,"
         une bonne occasion
mécanique très bon état
freinage et roues et batterie neuve
besoin de tôlerie sutout
        "
Skoda Fabia,44000,"La Manouba , 2 days ago",90000,Noir,Manuelle,2020,1.2L,Skoda,Fabia,4,Berline,Essence,4,"
         Skoda Fabia en très bonne état
        "
à vendre Picanto très propre boîte automatique,28700,"Ariana , 2 days ago",130000,Jaune,Automatique,2012,1.2L,Kia,Picanto,5,Compacte,Essence,8,"

          2012 Kia Picanto BVA boîte automatique
Nb : 0 défaut diagnostic
08/02/2012TU156
1.2L Essence
05 CV
128 000 KM
Échange possible
Contactez :
          







             Afficher le numéro
            



         ☎️
        "
Jeep compass à vendre bonne occasion,55000,"Tunis , 7 days ago",57000,Noir,Manuelle,2012,2.1L,Jeep,Compass,8,4 x 4,Diesel,5,"
         Jeep compass à vendre
En bonne état
Tout pièce d 'origine
Bonne occasion
        "
voiture,0,"Tataouine , a month ago",00,Noir,Manuelle,00,1.6L,Volkswagen,Passat,7,Autres,Essence,5,"
         voiture
        "
"Renault trafic dci 1.9
92459255",15000,"Monastir , 17 days ago",000,Rouge,Manuelle,2005,1.9L,Renault,Trafic,6,Utilitaire,Diesel,10,"
         -Moteur jdid neuf dci 1.9 Renault boîte à 6
-Peinture d'origine
-La voiture est en bonne condition
-Les deux vitres électriques
        "
Passat B8,45000,"Tunis , a month ago",195000,Noir,Manuelle,2012,1.6L,Volkswagen,Passat,5,Berline,Diesel,2,"
         Très belle voiture en très bon état importée de la Allemagne série 176, puissance fiscale 5 CV, 1.6 L Boîte manuelle 6 vitesse , toutes options: régulateur de vitesse , volant multifonctions, star/stop, radar de recul, climatronic , Bluetooth, poste Tactile , salon en cuir, jantes en alliage...
        "
Ford Focus - TITANIUM,45000,"Ben Arous , 8 days ago",170000,Gris,Manuelle,2017,<1.0L,Ford,Focus,6,Berline,Essence,10,"
         BERLINE - 1ère MAIN
        "
Rétroviseur c1,50,"Tunis , 17 days ago",1,"
         Rétroviseur fixe occ
        ",,,,,,,,,,
Audi A4 tdi 2.0,48,"Ariana , 20 days ago",275000,Noir,Manuelle,2014,2.0L,Audi,A4,8,Berline,Diesel,5,"

          AVENDRE AUDI A4 b8 2.0 tdi
FULL OPTION PEINTURE ORIGINE MODÈLE 2014 BOÎTE automatique VOITURE NERVEUSE
OPTION&EQUIPEMENT
▶️Année 2014
▶️Salon d’origine
▶️Régulateur de vitesse
▶️Bluetooth
▶️Vitres électriques
▶️Volant cuir multifonctions
▶️Start&Stop
▶️Retrovisseur électrique
⚡️ 8chv
Double clé
▶️Lumière auto
▶️Accoudoir avant et arrière
▶️Série 166
          







             Afficher le numéro
            



"
Opel Corsa Swing,11000,"Le Kef , 3 days ago",Blanc,Manuelle,1999,Opel,Corsa,4,Essence,3,"
",,,
Bmw serie une,24000,"Gabès , 12 days ago",30,2005,Noir,Manuelle,1.6L,BMW,Serie 1,115,Autres,Essence,3,"
         A vendre bmw e87 en bonne etat
        "
a vendre mazda E2200,0,"Bizerte , 9 days ago",1111111111111,Blanc,Manuelle,2007,1.4L,Mazda,E2000,8,Compacte,Diesel,4,"








             Afficher le numéro
            



"
pour nitro booster Ovetto,130,"Sousse , a month ago",00,Argent,Automatique,2021,7,"
         pour nitro booster Ovetto
        ",,,,,,
A vendre AMAROK 7CH,54000,"Nabeul , a month ago",332000,Gris,Manuelle,2011,2.1L,Volkswagen,Amarok,6,4 x 4,Diesel,10,"

          A vendre AMAROK 7CH
4×4
Toute option
Année 2011
KLM.332000
Disponible à nabeul
Prix 54000
Tel
          







             Afficher le numéro
            



"
🏁 Peugeot Partner 🏁,28500,"Ben Arous , 8 hours ago",168000,Blanc,Manuelle,2016,1.6L,Peugeot,Partner,05,Utilitaire,Diesel,9,"

          🏁 Peugeot Partner 🏁
✅ 168.000 Km
✅ 05 CV Diesel
✅ TU 188
✅ 03 / 2016
✅ Echange possible
💰 28 500 💰
📞
          







             Afficher le numéro
            



         26 588
📍 Disponible à notre showroom Concept Car prés station Shell sur autoroute A1 après sortie El Mourouj.
        "
تسجيل اول,39400,"Tunis , 5 hours ago",54,Blanc,Manuelle,2021,1.2L,Kia,Picanto,5,Autres,Essence,8,"

          Kia Picanto
année 2021
km54
5ch
4sil
tout opettion
tout opettion
tout opettion
tout opettion
tél
          







             Afficher le numéro
            



"
Accesoires portiére MG ZS,300,"Ariana , 17 days ago",1,"
         j'ai les accesoires de la portiére gauche arriére MG ZS a vendre
        ",,,,,,,,,,
golf 6,34,"Tunis , a day ago",200670,Gris,Manuelle,2010,>4.0L,Volkswagen,Golf 6,0,Autres,Diesel,5,"

          golf 6 gasoil
          







             Afficher le numéro
            



"
suzuki boulevar,55,"Sousse , a month ago",42000,Autre,Manuelle,2007,3,"
         Suzuki
Also called
M109R, Suzuki Intruder M1800R, VZR1800
Production
2006–
Class
Power Cruiser
Engine
1783 cc (108.8 cu. in), 4-stroke, 2-cylinder, liquid-cooled, DOHC, 54-degree V-Twin
Transmission
5-speed, Shaft
Suspension
Front Inverted telescopic, coil spring, oil damped
Rear Link type, coil spring, oil damped, 7 way adjustable spring pre-load
Brakes
Front Dual hydraulic disc
Rear Single hydraulic disc
Tires
Front 130/70R18 M/C 63V
Rear 240/40R18 M/C 79V
Wheelbase
1710mm (67.3 in.)
Dimensions
L: 2450mm (96.5 in.)
W: 875mm (34.4 in.)
H: 1185mm (46.7 in.)
Seat height
705mm (27.8 in.)
Weight
321 kg (707 lbs) (dry)
Fuel capacity
19.5 liter (5.2 gal.)
        ",,,,,,
Bisclet bon occasion disponible bardo/centr ville,80,"Tunis , 23 days ago",2,"
         25 November
        ",,,,,,,,,,
H 1 NIKON,100,"Tunis , 20 days ago",4,"
         Led H1
        ",,,,,,,,,,
Peugeot 2008,39000,"Sousse , 21 days ago",180000,Blanc,Manuelle,2014,1.2L,Peugeot,2008,5,Berline,Essence,6,"

          je mets en vente ma Peugeot 2008 _ toutes options : toit panoramique _ jantes aluminium _ vitres électriques _ radar de recul _ écran tactile .... Tél
          







             Afficher le numéro
            



"
Passat b7,1111,"Gabès , 5 days ago",262000,Gris,Manuelle,2009,1.6L,Volkswagen,Passat,7,Berline,Essence,7,"
         je mets en vente ma belle voiture passta b7 essence état neuf..4 roues neufs.. tout option
        "
Citroën C4 phase 2,28000,"Tunis , 21 days ago",210000,Gris,Manuelle,2012,1.6L,Citroen,C4,6,Berline,Essence,5,"
         Une Citroën C4 bon état -- 2012 --
✔️ Essence faible consommation
✅Commandes du système au volant 🚘
✅Connexion Bluetooth autoradio
✅Climatiseur ❄ et chauffage ♨️
✅Prise 12V 🔌
✅Prise USB
✅Verrouillage auto des portes en roulant🔒
✅Vitres avant et arrière électriques
✅Volant réglable
✅Airbags frontaux
✅ caméra de recule 📷
Kilométrage ▶️210 000 KM 🧭
Carburant ⛽ essence
Puissance ➡️ 6 chevaux 🐎
🟢 Disponible à tunis
        "
mg5,54,"Zaghouan , 3 days ago",40000,Blanc,Manuelle,2022,1.5L,AC,Seven,6,Berline,Essence,5,"
         mg5 neuf
        "
deux roues,400,"Ben Arous , 24 days ago",4,"
         vente 2 roues BMW réf 225 /40/R 1892w
        ",,,,,,,,,,
Golf 7.5 tdi R Line 2019,0,"Sousse , 2 hours ago",150000,Gris,Manuelle,2019,1.6L,Volkswagen,Golf,6,Berline,Diesel,10,"

          Golf 7 TDi R Line tout option
fin série
📞📞
          







             Afficher le numéro
            



"
range rover evoque p300e,310000,"Tunis , a month ago",21500,Noir,Automatique,2023,1.5L,Rover,over.Range Rover Evoque,11,4 x 4,Essence,9,"
         Range rover evoque p300e essence
hybride (avec chargeur)
21500km
4/4/2023
1.5L 147kw
toute option : Boite Auto jante alu toit panoramique...
        "
Chevrolet Aveo ls,27500,"Siliana , a month ago",181000,Noir,Manuelle,2013,1.2L,Chevrolet,Aveo,5,Berline,Essence,4,"
         chevrolet aveo ls
Très bien entretenue
modèle 09/2013
184000 km
Prix non négociable
        "
Piaggio ciao,900,"Ben Arous , 2 days ago",0,Jaune,Automatique,2001,4,"
         Piaggio ciao haja ndhifa
        ",,,,,,
Porte Bipper,250,"Ariana , 17 days ago",2,"

          Tél 📞
          







             Afficher le numéro
            



",,,,,,,,,,
Golf 7,0,"Sousse , 15 days ago",120000,Noir,Manuelle,2019,1.4L,Volkswagen,Golf,6,Compacte,Essence,4,"








             Afficher le numéro
            



"
KIA RIO,38000,"Sfax , a month ago",62500,Bleu,Manuelle,2014,Kia,1.2L,Rio,5,Berline,Essence,5,"

          A vendre Kia Rio
Excellent état
5CV
1ère immatriculation : Mars 2014
Kilomètrage : 62500 KM
Pour plus de renseignements, contacter le
          







             Afficher le numéro
            



"
isuzu 28329092,0,"Béja , a month ago",00000,Blanc,Manuelle,0000,<1.0L,Isuzu,Trooper,00000,Utilitaire,Diesel,10,"

          a vendre isuzu
الاتصال على الرقم
          







             Afficher le numéro
            



"
"🚘 Citroën DS3 🚘
📲Tel : 21 36 36 36",36800,"Tunis , 11 days ago",140000,Rouge,Automatique,2016,1.4L,Citroen,DS3,7,Compacte,Essence,10,"

          ✅ Première main
✅ Modèle 2016
✅ 140.000 km
✅ Entretien régulier maison
✅ Motorisation : 7cv 4 cylindres
✅ Boite Automatique
✅ Climatronic
✅ Rétroviseurs électriques | Rabattable | photosensible
✅ Volant Cuir | Sport
✅ Radar de recul
✅ Pack couleur
✅ Jantes aluminium
✅ Tel Bluetooth
✅ USB/AUX
💰36.800💰
🔄Possibilité d’échange🔄
📲Tel :
          







             Afficher le numéro
            



         9 29 29📱
📌Adresse : Showroom DIGITAL CAR Route GP9 en face Stade de La Marsa.📌
        "
golf 7 join,78000,"Sfax , 11 days ago",76000,Marron,Manuelle,2108,<1.0L,Volkswagen,Golf,6,Compacte,Essence,10,"

          A Vendre 🚘🔥 Volkswagen Golf7 Join 🔥 🚘 Chez #youssef auto_sfax
🔥🔥Prix 78000dt🔥🔥
📌 Les Caractéristiques:
📆 Année 20/12/2018📆
🎰 Klm: 76.000 🎰 Certifié
⛽ Essence 1.0, 6 Chv ⛽
💯 Matricule: 233💯
📌 Les Options:
✔️ Boîte de 6 vitesse
✔️ retroviseur, rabattable, électrique ￼
✔️ Volant multifonctions
✔️ Capteur de stationnement avant et arrière
✔️ Caméra
✔️ Feux xénon
✔️ Siège chauffant
✔️ Climatiseur afficheur
✔️ Écran tactile
✔️ Vitres électriques
✔️ Vitres teintée originelle
✔️ park pilot
✔️ Antibrouillard
🚨Voiture zéro défaut, peinture d’origine 🚨
☎ TEL :
          







             Afficher le numéro
            



"
AUDI Q2 S line tdi fin série 240 ttoption,1,"Nabeul , 25 days ago",120000,Gris,Automatique,2020,1.6L,Audi,Q3,6,Berline,Diesel,9,"
         audi Q2 S line tdi boite auto fin série 240 ttoption
        "
206,93653053,"Tunis , a month ago",300000,Noir,Manuelle,1.4L,2001,Peugeot,206,5,Autres,Diesel,2,"

          206 diesel tel
          







             Afficher le numéro
            



         la marsa
        "
dacia logan mcv,0,"Sfax , a month ago",154,Noir,Manuelle,2016,1.2L,Renault,Logan,5,Berline,Essence,9,"

          Dacia Logan MCV 1.2 5CV essence⛽️
✅11/2016 154 Km
Bluetooth USB Aux
✅ 2 Airbags conducteur et pssager
✅ 2 vitres électriques
✅ 2 rétroviseurs électriques climatiseur
✅ Fermeture centrale
✅ Radio d’origine avec commande au volant
✅ GPL origine BRC, taxes 2023 payés
✅ Entretien complet
récemment réalisée
✅ Espace généreux, moteur robuste et économique
✅ Dispo à Sfax
☎️ Num à contacter :
          







             Afficher le numéro
            



"
Chevrolet Captiva,20000,"Tunis , 23 days ago",30000,Blanc,Automatique,2022,1.5L,Chevrolet,Captiva,9,4 x 4,Essence,10,"
         Sous contrat de leasing avec Wifak Bank (TRANSFERT DE DOSSIER)
*SUV
*5 PLACES
*5 PORTES
*4 CYLINDRES
*ENERGIE Essence
*PUISSANCE FISCALE 9 CV
*PUISSANCE (CH.DIN) 147 CH
*COUPLE 255 nm 2400 tr/min
*CYLINDRÉE 1451 CM³
*BOÎTE Automatique 8 RAPPORTS
*TRANSMISSION Traction
EQUIPEMENTS INTÉRIEURS *ACCOUDOIRS Avant | Arrière *AUTORADIO 6 haut-parleurs *CONNECTIVITÉ USB | Apple Carplay | Bluetooth *ECRAN Tactile | 8 pouces *SELLERIE Tissu *SIÈGES Conducteur à réglage électrique *TOIT Ouvrant *
EQUIPEMENTS EXTÉRIEURS *AIDE AU STATIONNEMENT Radar de *recul | Radar avant | Caméra de recul *ANTIBROUILLARDS *CALANDRE Chromée *FEUX À LED Feux de jour | Arrières *JANTES En aluminium | 18'' *POIGNÉES DE PORTES Chromées *
EQUIPEMENTS FONCTIONNELS *AIDE AU DÉMARRAGE EN CÔTE HSA *BOUTON START & STOP Démarrage mains libres *CLÉ INTELLIGENTE Accès mains libres *CLIMATISATION Automatique | Bizone *DIRECTION ASSISTÉE Électrique *FERMETURE CENTRALISÉE À distance *FREIN DE STATIONNEMENT ÉLÉCTRIQUE
*MODES DE CONDUITE Sport | Eco | Winter *ORDINATEUR DE BORD
*SIÈGES AVANT RÉGLABLES EN HAUTEUR Conducteur et passager
*RÉTROVISEURS EXTÉRIEURS Électriques | Rabattables | Avec clignotants intégrés *RÉGULATEUR DE VITESSE *VITRES ÉLECTRIQUES Avant/Arrière *VOLANT RÉGLABLE En hauteur et en profondeur
        "
airbag volant,1,"Sfax , 11 days ago",5,"

          airbag volant
tel
          







             Afficher le numéro
            



",,,,,,,,,,
voiture sur mesure Standard Robuste 3 couches pour Audi A3 /A2 & Q2 imprt de France ( Compatible avec Kia Exceed ègalement,215,"La Manouba , 11 hours ago",2,"

          3 baches Standard sur mesure pour Audi A2 A3 & Q2 de qualitè Robuste à vendre sur Tunis .
Elles sont pesantes et certainement assez durables .
Achetèes en France dans une foire Automobile .
C'est une couverture solide, esthétique et facile à installer pour abriter votre 4 anneaux .
Compatibles avec Audi Hatchback .
Sac de transport splendide et logotè
Compatibles avec Audi Hatchback .
Sac de transport splendide et logotè
NB : Cadenas anti vol avec sonnette d'alarme en option à 50 dt , donc si jamais vous desirez prendre le cadenas avec c'est 50 dt de plus .
Commandez en ligne ou par telephone
Expedition rapide et sècurisèe le meme jour ou 24h suivant votre demande d'achat .
4️⃣4️⃣8️⃣1️⃣7️⃣3️⃣3️⃣3️⃣????
☎️
          







             Afficher le numéro
            



         ☎️
Livraison: Oui
        ",,,,,,,,,,
1.6 tdi,1500,"Tunis , a month ago",10,"
         pièces détachées 1.6 TDi Polo Sedan golf 6 caddy Seat skoda passat
        ",,,,,,,,,,
golf6 2010 2.0 . diesel,40,"Ariana , a month ago",293,Noir,Manuelle,2010,2.0L,Volkswagen,Golf,6,Autres,Diesel,5,"
         A vendre golf 6 2.0 diesel
année 2010
        "
TOUAREG 3.0 V6 TDI,0,"Gafsa , a month ago",160000,Noir,Automatique,2009,3.0L,Volkswagen,Touareg,16,4 x 4,Diesel,5,"
"
